BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by Fave Realty Inc,Co-op for sale,250000,1,1.0,900.0,3017 Riverdale Ave Apt 1F,"Bronx, NY 10463","3017 Riverdale Ave Apt 1FBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,3017,"3017 Riverdale Ave #1f, Bronx, NY 10463, USA",40.880985,-73.9102329
Brokered by Corcoran East Side,Co-op for sale,1275000,1,1.0,1000.0,521 W 47th St Apt 2B,"New York, NY 10036","521 W 47th St Apt 2BNew York, NY 10036",New York,New York County,New York,Manhattan,521,"521 W 47th St #2b, New York, NY 10036, USA",40.7635661,-73.9941366
Brokered by COMPASS,Co-op for sale,895000,2,2.0,2184.207862,202 W 78th St Apt 2E,"Manhattan, NY 10024","202 W 78th St Apt 2EManhattan, NY 10024",New York,New York County,New York,Manhattan,202,"202 W 78th St #2a, New York, NY 10024, USA",40.7824047,-73.979261
Brokered by The Agency,Co-op for sale,950000,2,1.0,1000.0,140 W End Ave Apt 7B,"New York, NY 10023","140 W End Ave Apt 7BNew York, NY 10023",New York,New York County,New York,Manhattan,140,"140 West End Ave #7b, New York, NY 10023, USA",40.7759205,-73.9861034
Brokered by Cross Country Realty,Condo for sale,410000,2,1.0,2184.207862,85 Elmwood Park Dr Apt 60,"Staten Island, NY 10314","85 Elmwood Park Dr Apt 60Staten Island, NY 10314",New York,Richmond County,Staten Island,New Springville,85,"85 Elmwood Park Dr APT 60, Staten Island, NY 10314, USA",40.5800127,-74.1614787
Brokered by Agency Real Estate Services Llc,Co-op for sale,269000,1,1.0,900.0,170-40 Highland Ave Unit 404,"Jamaica, NY 11432","170-40 Highland Ave Unit 404Jamaica, NY 11432",New York,Queens County,Queens,Jamaica,17040,"17040 Highland Ave Apt 404, Jamaica, NY 11432, USA",40.7125699,-73.79318
Brokered by Garden Square Realty,Co-op for sale,550000,2,1.0,1069.0,4 Dartmouth St Apt 71,"Forest Hills, NY 11375","4 Dartmouth St Apt 71Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,4,"4 Dartmouth St Apt 71, Forest Hills, NY 11375, USA",40.7192373,-73.846265
Brokered by Sold By Bart R E Partners Inc,Co-op for sale,330000,3,1.0,2184.207862,83-20 98th St Unit 1U,"Woodhaven, NY 11421","83-20 98th St Unit 1UWoodhaven, NY 11421",New York,Queens County,Queens,Woodhaven,83-20,"83-20 98th St #1a, Woodhaven, NY 11421, USA",40.6994276,-73.8518226
Brokered by Nyc Realty Brokers Llc,Co-op for sale,619000,2,2.0,1200.0,200 Corbin Pl Apt 5N,"Brooklyn, NY 11235","200 Corbin Pl Apt 5NBrooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,200,"200 Corbin Pl #5n, Brooklyn, NY 11235, USA",40.5768871,-73.9542132
Brokered by Corcoran West Side Gallery,Condo for sale,1395000,2,2.0,1793.0,253 W 73rd St Apt 4F,"New York, NY 10023","253 W 73rd St Apt 4FNew York, NY 10023",New York,New York County,New York,Manhattan,253,"253 W 73rd St #4f, New York, NY 10023, USA",40.780245,-73.9827963
Brokered by Brown Harris Stevens - 129 Montague Street,Co-op for sale,800000,2,2.0,2184.207862,3442 80th St Apt 32,"Queens, NY 11372","3442 80th St Apt 32Queens, NY 11372",New York,Queens County,Queens,Jackson Heights,3442,"3442 80th St Apt 32, Jackson Heights, NY 11372, USA",40.7535399,-73.8868899
Brokered by RE MAX Edge,Co-op for sale,499000,2,1.0,686.0,430 W 46th St Apt 5E,"Manhattan, NY 10036","430 W 46th St Apt 5EManhattan, NY 10036",New York,New York County,New York,Manhattan,430,"430 W 46th St #5a, New York, NY 10036, USA",40.7615546,-73.9923686
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,1625000,4,4.0,2743.0,269 W 87th St Apt 7A,"New York, NY 10024","269 W 87th St Apt 7ANew York, NY 10024",New York,New York County,New York,Manhattan,269,"269 W 87th St #7a, New York, NY 10024, USA",40.7895034,-73.9769713
Brokered by ROBERT DEFALCO REALTY INC,Co-op for sale,300000,3,1.0,1200.0,2741 E 28th St Apt 4D,"Brooklyn, NY 11235","2741 E 28th St Apt 4DBrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,2741,"2741 E 28th St #4d, Brooklyn, NY 11235, USA",40.5862693,-73.9407123
Brokered by Re/Max In The City,Co-op for sale,240900,2,1.0,875.0,2390 Palisade Ave Apt 4K,"Bronx, NY 10463","2390 Palisade Ave Apt 4KBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2390,"2390 Palisade Ave #4c, Bronx, NY 10463, USA",40.8797408,-73.9204193
Brokered by Houlihan Lawrence,Co-op for sale,129000,1,1.0,750.0,4315 Webster Ave Apt 3J,"Bronx, NY 10470","4315 Webster Ave Apt 3JBronx, NY 10470",New York,Bronx County,The Bronx,East Bronx,4315,"4315 Webster Ave #3j, Bronx, NY 10470, USA",40.8995193,-73.8623678
Brokered by RE MAX Distinguished Homes & Properties,Co-op for sale,265000,2,1.0,1100.0,1750 E 14th St Apt L4,"Brooklyn, NY 11229","1750 E 14th St Apt L4Brooklyn, NY 11229",New York,Kings County,Brooklyn,Homecrest,1750,"1750 E 14th St Apt 4e, Brooklyn, NY 11229, USA",40.6068092,-73.9590334
Brokered by Keller Williams NYC,Co-op for sale,262500,1,1.0,2184.207862,750 Kappock St Apt 502,"Bronx, NY 10463","750 Kappock St Apt 502Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,750,"750 Kappock St Apt 502, Bronx, NY 10463, USA",40.8819467,-73.9200169
Brokered by COMPASS,Co-op for sale,850000,1,1.0,2184.207862,32 Downing St Apt 2D,"Manhattan, NY 10014","32 Downing St Apt 2DManhattan, NY 10014",New York,New York County,New York,Manhattan,32,"32 Downing St #2b, New York, NY 10014, USA",40.729293,-74.003447
Brokered by COMPASS,Co-op for sale,999000,2,1.0,1050.0,215 W 92nd St Apt 5F,"Manhattan, NY 10025","215 W 92nd St Apt 5FManhattan, NY 10025",New York,New York County,New York,Manhattan,215,"215 W 92nd St #5b, New York, NY 10025, USA",40.7921116,-73.9731768
Brokered by COMPASS,Condo for sale,60000,3,1.0,445.0,2 E 55th St Unit 809W35,"Manhattan, NY 10022","2 E 55th St Unit 809W35Manhattan, NY 10022",New York,New York County,New York,Manhattan,2,"2 E 55th St 809 35, New York, NY 10022, USA",40.7613979,-73.9746128
Brokered by Yoreevo,Co-op for sale,999000,2,1.0,2184.207862,139 W 85th St Apt 3,"New York, NY 10024","139 W 85th St Apt 3New York, NY 10024",New York,New York County,New York,Manhattan,139,"139 W 85th St Apartment 3, New York, NY 10024, USA",40.7866659,-73.974142
Brokered by Sold By Bart R E Partners Inc,Co-op for sale,279000,2,1.0,2184.207862,84-70 129th St Unit 1V,"Kew Gardens, NY 11415","84-70 129th St Unit 1VKew Gardens, NY 11415",New York,Queens County,Queens,Kew Gardens,8470,"8470 129th St Apt 1h, Kew Gardens, NY 11415, USA",40.7069299,-73.82404
Brokered by Ditommaso Real Estate,Condo for sale,479000,2,2.0,1008.0,57 Stone Ln Unit 2,"Staten Island, NY 10314","57 Stone Ln Unit 2Staten Island, NY 10314",New York,Richmond County,Staten Island,New Springville,57,"57 Stone Ln #2, Staten Island, NY 10314, USA",40.5782884,-74.1583011
Brokered by Signature Premier Properties,Pending,294000,1,2.0,1074.0,26910 Grand Central Pkwy Apt 15A,"Floral Park, NY 11005","26910 Grand Central Pkwy Apt 15AFloral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,26910,"26910 Grand Central Pkwy #15a, Queens, NY 11005, USA",40.7577991,-73.7159564
Brokered by COMPASS,Co-op for sale,450000,3,2.0,1026.0,97-10 62nd Dr Unit 8E,"Rego Park, NY 11374","97-10 62nd Dr Unit 8ERego Park, NY 11374",New York,Queens County,Queens,Rego Park,97-10,"97-10 62nd Dr #8e, Rego Park, NY 11374, USA",40.7323502,-73.8611654
Brokered by Bond New York- Columbus Circle,Co-op for sale,999000,3,2.0,2184.207862,203 W 102nd St Apt 1F,"New York, NY 10025","203 W 102nd St Apt 1FNew York, NY 10025",New York,New York County,New York,Manhattan,203,"203 W 102nd St #1f, New York, NY 10025, USA",40.7982086,-73.9680164
Brokered by E Realty International Corp,Co-op for sale,378000,2,1.0,2184.207862,150-10 Melbourne Ave Unit 368A,"Flushing, NY 11367","150-10 Melbourne Ave Unit 368AFlushing, NY 11367",New York,Queens County,Queens,Flushing,15010,"15010 Melbourne Ave # 368b, Flushing, NY 11367, USA",40.7341999,-73.81974
Brokered by O Kane Realty,Co-op for sale,149000,1,1.0,2184.207862,112-50 Northern Blvd Unit 1E,"Corona, NY 11368","112-50 Northern Blvd Unit 1ECorona, NY 11368",New York,Queens County,Queens,Corona,11250,"11250 Northern Blvd Apt 1f, Corona, NY 11368, USA",40.7581299,-73.8569399
Brokered by East Coast REALTORS Inc,Co-op for sale,195000,1,1.0,2184.207862,44-20 Douglaston Pkwy Unit 2G,"Douglaston, NY 11363","44-20 Douglaston Pkwy Unit 2GDouglaston, NY 11363",New York,Queens County,Queens,Flushing,44-20,"44-20 Douglaston Pkwy #2a, Flushing, NY 11363, USA",40.7659255,-73.7453922
Brokered by Douglas Elliman - 3544 Johnson Ave,House for sale,879000,2,1.0,1000.0,1175 York Ave Apt 7B,"New York, NY 10065","1175 York Ave Apt 7BNew York, NY 10065",New York,New York County,New York,Manhattan,1175,"1175 York Ave #7b, New York, NY 10065, USA",40.7615369,-73.9579786
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,999995,2,1.0,2184.207862,126 E 12th St Apt 6A,"New York, NY 10003","126 E 12th St Apt 6ANew York, NY 10003",New York,New York County,New York,Manhattan,126,"126 E 12th St #6a, New York, NY 10003, USA",40.7321997,-73.9888999
"Brokered by Robert E. Hill, Inc.",Co-op for sale,430000,2,2.0,1200.0,2727 Palisade Ave Apt 5B,"Bronx, NY 10463","2727 Palisade Ave Apt 5BBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2727,"2727 Palisade Ave #5b, Bronx, NY 10463, USA",40.8830657,-73.9206428
NoBroker,Co-op for sale,445000,3,2.0,2184.207862,138-10 Franklin Ave Unit 1K,"Flushing, NY 11355","138-10 Franklin Ave Unit 1KFlushing, NY 11355",New York,Queens County,Queens,Flushing,138-10,"138-10 Franklin Ave #1g, Flushing, NY 11355, USA",40.7547252,-73.8255572
Brokered by COMPASS,Condo for sale,600000,3,1.0,441.0,1 Central Park W Unit 612,"Manhattan, NY 10023","1 Central Park W Unit 612Manhattan, NY 10023",New York,New York County,New York,Manhattan,1,"1 Central Park W #612, New York, NY 10023, USA",40.7691094,-73.98162
Brokered by Douglas Elliman - 140 Franklin,Co-op for sale,435000,3,1.0,2184.207862,269 W 72nd St Apt 12D,"New York, NY 10023","269 W 72nd St Apt 12DNew York, NY 10023",New York,New York County,New York,Manhattan,269,"269 W 72nd St #12d, New York, NY 10023, USA",40.7799639,-73.9841598
"Brokered by Compass Greater New York, LLC",Co-op for sale,329000,1,1.0,750.0,302 96th St Apt 4L,"Brooklyn, NY 11209","302 96th St Apt 4LBrooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,302,"302 96th St #4l, Brooklyn, NY 11209, USA",40.61593,-74.0335829
Brokered by Keller Williams Rlty Landmark,Pending,539000,1,1.0,725.0,207-07 Estates Dr Unit 1,"Bayside, NY 11360","207-07 Estates Dr Unit 1Bayside, NY 11360",New York,Queens County,Queens,Bayside,207-7,"207-7 Estates Dr #1, Bayside, NY 11360, USA",40.7865988,-73.7862803
Brokered by ETPG - Eastpointe Properties Group,Co-op for sale,370000,3,1.0,2184.207862,35 E 30th St Apt 6D,"New York, NY 10016","35 E 30th St Apt 6DNew York, NY 10016",New York,New York County,New York,Manhattan,35,"35 E 30th St #6d, New York, NY 10016, USA",40.7450423,-73.9839731
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,299000,1,1.0,2184.207862,318 W 36th St Apt 3A,"New York, NY 10018","318 W 36th St Apt 3ANew York, NY 10018",New York,New York County,New York,Manhattan,318,"318 W 36th St. #3a, New York, NY 10018, USA",40.7538054,-73.9935323
Brokered by Avenues - Headquarters,Condo for sale,275000,1,1.0,850.0,3202 Nostrand Ave Apt 6E,"Brooklyn, NY 11229","3202 Nostrand Ave Apt 6EBrooklyn, NY 11229",New York,Kings County,Brooklyn,Madison,3202,"3202 Nostrand Ave. #6e, Brooklyn, NY 11229, USA",40.6056272,-73.943238
Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,1395000,3,3.0,1750.0,789 W End Ave Unit 1A2,"Manhattan, NY 10025","789 W End Ave Unit 1A2Manhattan, NY 10025",New York,New York County,New York,Manhattan,789,"789 West End Ave #1a2, New York, NY 10025, USA",40.7971343,-73.9722076
Brokered by EXIT REALTY TOP PROPERTIES,Condo for sale,568000,2,1.0,550.0,1759 Bay Ridge Pkwy Unit 3E,"Brooklyn, NY 11204","1759 Bay Ridge Pkwy Unit 3EBrooklyn, NY 11204",New York,Kings County,Brooklyn,Bensonhurst,1759,"1759 Bay Ridge Pkwy #3e, Brooklyn, NY 11204, USA",40.6141211,-73.9966616
Brokered by EXIT REALTY TOP PROPERTIES,Condo for sale,568000,2,1.0,550.0,1759 Bay Ridge Pkwy Unit 3E,"Brooklyn, NY 11204","1759 Bay Ridge Pkwy Unit 3EBrooklyn, NY 11204",New York,Kings County,Brooklyn,Bensonhurst,1759,"1759 Bay Ridge Pkwy #3e, Brooklyn, NY 11204, USA",40.6141211,-73.9966616
Brokered by Keller Williams NYC,Co-op for sale,495000,1,1.0,2184.207862,257 W 86th St Unit 8C,"New York, NY 10024","257 W 86th St Unit 8CNew York, NY 10024",New York,New York County,New York,Manhattan,257,"257 W 86th St #8c, New York, NY 10024, USA",40.7885633,-73.9767931
Brokered by COMPASS,Condo for sale,1989000,2,2.0,1274.0,406 W 45th St Apt 3D,"Manhattan, NY 10036","406 W 45th St Apt 3DManhattan, NY 10036",New York,New York County,New York,Manhattan,406,"406 W 45th St #3d, New York, NY 10036, USA",40.7603978,-73.9919328
Brokered by GOLDEN REAL CORP.,Co-op for sale,169000,1,1.0,680.0,2821 Kings Hwy Apt 1N,"Brooklyn, NY 11229","2821 Kings Hwy Apt 1NBrooklyn, NY 11229",New York,Kings County,Brooklyn,Midwood,2821,"2821 Kings Hwy Apt 1n, Brooklyn, NY 11229, USA",40.6150193,-73.9464928
"Brokered by Weichert, Realtors - Larchmont",Co-op for sale,124900,1,1.0,676.0,3535 Kings College Pl Apt 3E,"Bronx, NY 10467","3535 Kings College Pl Apt 3EBronx, NY 10467",New York,Bronx County,The Bronx,Norwood,3535,"3535 Kings College Pl #3e, Bronx, NY 10467, USA",40.880833,-73.8758596
NoBroker,Condo for sale,509000,3,1.0,2184.207862,91-10 34th Ave Unit 5J,"Jackson Heights, NY 11372","91-10 34th Ave Unit 5JJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,91-10,"91-10 34th Ave #5j, Jackson Heights, NY 11372, USA",40.7544029,-73.876343
Brokered by Exp Realty,Co-op for sale,269000,1,1.0,2184.207862,21-57 33rd St Unit 5E,"Astoria, NY 11105","21-57 33rd St Unit 5EAstoria, NY 11105",New York,Queens County,Queens,Astoria,21-57,"21-57 33rd St #5e, Astoria, NY 11105, USA",40.7759232,-73.9087334
Brokered by COMPASS,Condo for sale,2200000,3,4.0,1779.0,530 E 76th St Unit 27CD,"Manhattan, NY 10021","530 E 76th St Unit 27CDManhattan, NY 10021",New York,New York County,New York,Manhattan,530,"530 E 76th St #27c, New York, NY 10021, USA",40.7685084,-73.9499965
Brokered by COMPASS,Co-op for sale,60000000,8,8.0,2184.207862,960 5th Ave Unit 12,"Manhattan, NY 10075","960 5th Ave Unit 12Manhattan, NY 10075",New York,New York County,New York,Manhattan,960,"960 5th Ave #12, New York, NY 10075, USA",40.7756423,-73.9642465
Brokered by Benjamin Realty Since 1980,Co-op for sale,329000,1,1.0,2184.207862,6 Burns St Apt 111,"Forest Hills, NY 11375","6 Burns St Apt 111Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,6,"6 Burns St Apt 111, Forest Hills, NY 11375, USA",40.7193051,-73.8453248
Brokered by The Bouklis Group - The Bouklis Group Astoria,Townhouse for sale,588000,4,3.0,2160.0,2546 Bailey Ave Unit 2FAM,"Bronx, NY 10463","2546 Bailey Ave Unit 2FAMBronx, NY 10463",New York,Bronx County,The Bronx,Fordham Manor,2546,"2546 Bailey Ave #2f, Bronx, NY 10463, USA",40.8678944,-73.9078533
Brokered by COMPASS,Co-op for sale,169999,2,1.0,2184.207862,112-30 Northern Blvd Unit 4G,"Corona, NY 11368","112-30 Northern Blvd Unit 4GCorona, NY 11368",New York,Queens County,Queens,Corona,112-30,"112-30 Northern Blvd #4b, Corona, NY 11368, USA",40.7579027,-73.8562374
Brokered by R New York,Co-op for sale,439000,1,1.0,950.0,10 Bay Street Lndg Apt 5E,"Staten Island, NY 10301","10 Bay Street Lndg Apt 5EStaten Island, NY 10301",New York,Richmond County,Staten Island,Mid Island,10,"10 Bay Street Landing #5e, Staten Island, NY 10301, USA",40.638118,-74.073964
Brokered by B Square Realty,Co-op for sale,448000,3,1.0,2184.207862,162-31 9th Ave Unit 6B,"Whitestone, NY 11357","162-31 9th Ave Unit 6BWhitestone, NY 11357",New York,Queens County,Queens,Flushing,162-31,"162-31 9th Ave #6b, Flushing, NY 11357, USA",40.7932677,-73.7984822
Brokered by The Bouklis Group - The Bouklis Group Astoria,Townhouse for sale,588000,4,3.0,2160.0,2546 Bailey Ave Unit 2FAM,"Bronx, NY 10463","2546 Bailey Ave Unit 2FAMBronx, NY 10463",New York,Bronx County,The Bronx,Fordham Manor,2546,"2546 Bailey Ave #2f, Bronx, NY 10463, USA",40.8678944,-73.9078533
Brokered by Brown Harris Stevens,Co-op for sale,385000,1,1.0,900.0,2500 Johnson Ave Apt 12M,"Bronx, NY 10463","2500 Johnson Ave Apt 12MBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2500,"2500 Johnson Ave #12b, Bronx, NY 10463, USA",40.876794,-73.9177034
Brokered by COMPASS,Condo for sale,2700000,3,3.0,1398.0,21 India St Apt 36F,"Brooklyn, NY 11222","21 India St Apt 36FBrooklyn, NY 11222",New York,Kings County,Brooklyn,Greenpoint,21,"21 India St Apt 36d, Brooklyn, NY 11222, USA",40.7320824,-73.9610327
Brokered by Douglas Elliman - 3544 Johnson Ave,Co-op for sale,349000,2,1.0,900.0,629 Kappock St Apt 4A,"Bronx, NY 10463","629 Kappock St Apt 4ABronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,629,"629 Kappock St #4a, Bronx, NY 10463, USA",40.8802558,-73.9168342
Brokered by Corcoran West Side Gallery,Condo for sale,750000,2,2.0,995.0,2 Bay Club Dr Apt 17P,"Queens, NY 11360","2 Bay Club Dr Apt 17PQueens, NY 11360",New York,Queens County,Queens,Flushing,2,"2 Bay Club Dr APT 17D, Flushing, NY 11360, USA",40.7784107,-73.7810479
Brokered by Brown Harris Stevens,Co-op for sale,1195000,3,3.0,995.0,3001 Henry Hudson West Parkway Pkwy W Unit 1FG,"Bronx, NY 10463","3001 Henry Hudson West Parkway Pkwy W Unit 1FGBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,3001,"3001 Henry Hudson Pkwy W #1f, Bronx, NY 10463, USA",40.8830898,-73.9165737
Brokered by COMPASS,Co-op for sale,1750000,3,3.0,995.0,285 Riverside Dr Apt 5B,"Manhattan, NY 10025","285 Riverside Dr Apt 5BManhattan, NY 10025",New York,New York County,New York,Manhattan,285,"285 Riverside Dr #5b, New York, NY 10025, USA",40.7989206,-73.9723967
Brokered by Coldwell Banker M&D Good Life,Co-op for sale,324900,1,1.0,900.0,251 Seaman Ave Apt 1C,"New York, NY 10034","251 Seaman Ave Apt 1CNew York, NY 10034",New York,New York County,New York,Manhattan,251,"251 Seaman Ave #1c, New York, NY 10034, USA",40.8716437,-73.9178483
Brokered by Exit Realty DKC,Co-op for sale,97500,2,1.0,791.0,1160 Colgate Ave Apt 1D,"Bronx, NY 10472","1160 Colgate Ave Apt 1DBronx, NY 10472",New York,Bronx County,The Bronx,East Bronx,1160,"1160 Colgate Ave #1d, Bronx, NY 10472, USA",40.8279037,-73.881623
Brokered by COMPASS,Condo for sale,2200000,2,2.0,2035.0,15 E 70th St Unit 1A,"Manhattan, NY 10021","15 E 70th St Unit 1AManhattan, NY 10021",New York,New York County,New York,Manhattan,15,"15 E 70th St #1a, New York, NY 10021, USA",40.7708684,-73.966733
Brokered by RE MAX 1st Choice,Co-op for sale,519999,3,2.0,1100.0,33-44 93rd St Unit 3S,"Jackson Heights, NY 11372","33-44 93rd St Unit 3SJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,33-44,"33-44 93rd St #3c, Jackson Heights, NY 11372, USA",40.7551143,-73.8752634
Brokered by De Luca Realty Group INC,Co-op for sale,299999,2,1.0,857.0,44B Edgewater Park Unit 44B,"Bronx, NY 10465","44B Edgewater Park Unit 44BBronx, NY 10465",New York,Bronx County,The Bronx,East Bronx,44 A,"44 A Edgewater Park #44b, Bronx, NY 10465, USA",40.8227774,-73.8084775
Brokered by Mcgrath Realty Inc.,Condo for sale,1389000,2,2.0,1043.0,40 Pinehurst Ave Apt 8B,"New York, NY 10033","40 Pinehurst Ave Apt 8BNew York, NY 10033",New York,New York County,New York,Manhattan,40,"40 Pinehurst Ave #8b, New York, NY 10033, USA",40.849705,-73.94014
Brokered by Keller Williams Points North,Co-op for sale,319000,2,1.0,925.0,108-49 63rd Ave Unit 6F,"Forest Hills, NY 11375","108-49 63rd Ave Unit 6FForest Hills, NY 11375",New York,Queens County,Queens,Flushing,108-49,"108-49 63rd Ave #6f, Flushing, NY 11375, USA",40.7355842,-73.8491198
Brokered by Ubiq,Co-op for sale,350000,2,1.0,2184.207862,655 Riverside Dr Apt 1A,"New York, NY 10031","655 Riverside Dr Apt 1ANew York, NY 10031",New York,New York County,New York,Manhattan,655,"655 Riverside Dr #1a, New York, NY 10031, USA",40.8255972,-73.9529963
